region,category,parameter,mode,powertrain,year,unit,value,percentage
World,Projection-APS,EV sales,Buses,PHEV,2022,Vehicles,1200,"120000,00%"
World,Projection-APS,EV stock,Buses,PHEV,2022,Vehicles,38000,"3800000,00%"
World,Projection-APS,EV sales,Vans,BEV,2022,Vehicles,310000,"31000000,00%"
World,Projection-APS,EV stock,Vans,BEV,2022,Vehicles,890000,"89000000,00%"
World,Projection-APS,EV sales,Vans,FCEV,2022,Vehicles,810,"81000,00%"
World,Projection-APS,EV stock,Vans,FCEV,2022,Vehicles,1300,"130000,00%"
World,Projection-APS,EV sales,Vans,PHEV,2022,Vehicles,7900,"790000,00%"
World,Projection-APS,EV stock,Trucks,PHEV,2022,Vehicles,920,"92000,00%"
World,Projection-APS,EV stock,Trucks,BEV,2022,Vehicles,270000,"27000000,00%"
World,Projection-APS,EV sales,Trucks,FCEV,2022,Vehicles,2800,"280000,00%"
World,Projection-APS,EV stock,Trucks,FCEV,2022,Vehicles,7100,"710000,00%"
World,Projection-APS,EV sales,Trucks,PHEV,2022,Vehicles,280,"28000,00%"
World,Projection-APS,EV stock,Vans,PHEV,2022,Vehicles,11000,"1100000,00%"
World,Projection-APS,EV sales,Cars,BEV,2022,Vehicles,7300000,"730000000,00%"
World,Projection-APS,EV stock,Cars,BEV,2022,Vehicles,18000000,"1800000000,00%"
World,Projection-APS,EV sales,Cars,FCEV,2022,Vehicles,15000,"1500000,00%"
World,Projection-APS,EV stock,Cars,FCEV,2022,Vehicles,57000,"5700000,00%"
World,Projection-APS,EV sales,Cars,PHEV,2022,Vehicles,2900000,"290000000,00%"
World,Projection-APS,EV stock,Cars,PHEV,2022,Vehicles,8000000,"800000000,00%"
World,Projection-APS,EV sales,Trucks,BEV,2022,Vehicles,39000,"3900000,00%"
Australia,Historical,EV charging points,EV,Publicly available fast,2023,charging points,660,"66000,00%"
Australia,Historical,EV charging points,EV,Publicly available slow,2023,charging points,2100,"210000,00%"
Australia,Historical,EV stock share,Cars,EV,2023,percent,120.000.004.768.372,"12000000476837200,00%"
Australia,Historical,EV sales,Cars,PHEV,2023,Vehicles,11000,"1100000,00%"
Australia,Historical,EV stock,Cars,PHEV,2023,Vehicles,31000,"3100000,00%"
Australia,Historical,EV stock,Cars,FCEV,2023,Vehicles,65,"6500,00%"
Australia,Historical,EV sales share,Cars,EV,2023,percent,12,"1200,00%"
Australia,Historical,EV sales,Cars,BEV,2023,Vehicles,87000,"8700000,00%"
Australia,Historical,EV stock,Cars,BEV,2023,Vehicles,150000,"15000000,00%"
Australia,Historical,EV sales,Cars,FCEV,2023,Vehicles,6,"600,00%"
Austria,Historical,EV stock share,Cars,EV,2023,percent,440.000.009.536.743,"44000000953674300,00%"
Austria,Historical,EV sales share,Cars,EV,2023,percent,26,"2600,00%"
Austria,Historical,EV charging points,EV,Publicly available fast,2023,charging points,2500,"250000,00%"
Austria,Historical,EV charging points,EV,Publicly available slow,2023,charging points,15000,"1500000,00%"
Austria,Historical,EV stock,Cars,PHEV,2023,Vehicles,61000,"6100000,00%"
Austria,Historical,EV stock,Cars,FCEV,2023,Vehicles,89,"8900,00%"
Austria,Historical,EV sales,Cars,FCEV,2023,Vehicles,9,"900,00%"
Austria,Historical,EV stock,Cars,BEV,2023,Vehicles,160000,"16000000,00%"
Austria,Historical,EV sales,Cars,BEV,2023,Vehicles,48000,"4800000,00%"
Austria,Historical,EV sales,Cars,PHEV,2023,Vehicles,17000,"1700000,00%"
Belgium,Historical,EV stock share,Trucks,EV,2023,percent,170.000.001.788.139,"17000000178813900,00%"
Belgium,Historical,EV sales share,Trucks,EV,2023,percent,170.000.004.768.372,"17000000476837200,00%"
Belgium,Historical,EV stock share,Cars,EV,2023,percent,819.999.980.926.514,"81999998092651400,00%"
Belgium,Historical,EV sales share,Vans,EV,2023,percent,459.999.990.463.257,"45999999046325700,00%"
Belgium,Historical,EV stock share,Buses,EV,2023,percent,6,"600,00%"
Belgium,Historical,EV sales share,Buses,EV,2023,percent,62,"6200,00%"
Belgium,Historical,EV charging points,EV,Publicly available fast,2023,charging points,2000,"200000,00%"
Belgium,Historical,EV charging points,EV,Publicly available slow,2023,charging points,42000,"4200000,00%"
Belgium,Historical,EV sales,Trucks,BEV,2023,Vehicles,160,"16000,00%"
Belgium,Historical,EV stock,Trucks,BEV,2023,Vehicles,210,"21000,00%"
Belgium,Historical,EV sales,Trucks,PHEV,2023,Vehicles,8,"800,00%"
Belgium,Historical,EV stock,Trucks,PHEV,2023,Vehicles,8,"800,00%"
Belgium,Historical,EV sales,Cars,PHEV,2023,Vehicles,100000,"10000000,00%"
Belgium,Historical,EV stock,Cars,PHEV,2023,Vehicles,280000,"28000000,00%"
Belgium,Historical,EV stock,Cars,FCEV,2023,Vehicles,99,"9900,00%"
Belgium,Historical,EV sales share,Cars,EV,2023,percent,41,"4100,00%"
Belgium,Historical,EV stock share,Vans,EV,2023,percent,889.999.985.694.885,"88999998569488500,00%"
Belgium,Historical,EV sales,Buses,BEV,2023,Vehicles,340,"34000,00%"
Belgium,Historical,EV stock,Cars,BEV,2023,Vehicles,190000,"19000000,00%"
Belgium,Historical,EV sales,Cars,FCEV,2023,Vehicles,9,"900,00%"
Belgium,Historical,EV stock,Vans,PHEV,2023,Vehicles,190,"19000,00%"
Belgium,Historical,EV sales,Cars,BEV,2023,Vehicles,93000,"9300000,00%"
Belgium,Historical,EV sales,Vans,PHEV,2023,Vehicles,24,"2400,00%"
Belgium,Historical,EV stock,Vans,BEV,2023,Vehicles,7500,"750000,00%"
Belgium,Historical,EV stock,Buses,PHEV,2023,Vehicles,220,"22000,00%"
Belgium,Historical,EV sales,Vans,BEV,2023,Vehicles,3100,"310000,00%"
Belgium,Historical,EV stock,Buses,BEV,2023,Vehicles,670,"67000,00%"
Belgium,Historical,EV sales,Buses,PHEV,2023,Vehicles,110,"11000,00%"
Brazil,Historical,EV charging points,EV,Publicly available fast,2023,charging points,490.000.009.536.743,"49000000953674300,00%"
Brazil,Historical,EV charging points,EV,Publicly available slow,2023,charging points,3800,"380000,00%"
Brazil,Historical,EV sales share,Trucks,EV,2023,percent,560.000.002.384.186,"56000000238418600,00%"
Brazil,Historical,EV stock share,Trucks,EV,2023,percent,79.000.003.635.883,"7900000363588300,00%"
Brazil,Historical,EV stock share,Cars,EV,2023,percent,209.999.993.443.489,"20999999344348900,00%"
Brazil,Historical,EV sales share,Cars,EV,2023,percent,3,"300,00%"
Brazil,Historical,EV stock share,Vans,EV,2023,percent,21.999.999.880.791,"2199999988079100,00%"
Brazil,Historical,EV sales share,Vans,EV,2023,percent,159.999.996.423.721,"15999999642372100,00%"
Brazil,Historical,EV stock share,Buses,EV,2023,percent,209.999.993.443.489,"20999999344348900,00%"
Brazil,Historical,EV sales share,Buses,EV,2023,percent,0.5,0.5
Brazil,Historical,EV stock,Cars,BEV,2023,Vehicles,33000,"3300000,00%"
Brazil,Historical,EV sales,Cars,BEV,2023,Vehicles,19000,"1900000,00%"
Brazil,Historical,EV stock,Vans,BEV,2023,Vehicles,1500,"150000,00%"
Brazil,Historical,EV stock,Cars,FCEV,2023,Vehicles,3,"300,00%"
Brazil,Historical,EV sales,Cars,PHEV,2023,Vehicles,33000,"3300000,00%"
Brazil,Historical,EV stock,Trucks,BEV,2023,Vehicles,1900,"190000,00%"
Brazil,Historical,EV stock,Cars,PHEV,2023,Vehicles,59000,"5900000,00%"
Brazil,Historical,EV sales,Vans,BEV,2023,Vehicles,690,"69000,00%"
Brazil,Historical,EV stock,Buses,FCEV,2023,Vehicles,3,"300,00%"
Brazil,Historical,EV sales,Trucks,BEV,2023,Vehicles,810,"81000,00%"
Brazil,Historical,EV stock,Buses,BEV,2023,Vehicles,1200,"120000,00%"
Brazil,Historical,EV sales,Buses,BEV,2023,Vehicles,200,"20000,00%"
Bulgaria,Historical,EV sales,Cars,PHEV,2023,Vehicles,360,"36000,00%"
Bulgaria,Historical,EV sales,Cars,BEV,2023,Vehicles,1800,"180000,00%"
Bulgaria,Historical,EV sales share,Cars,EV,2023,percent,580.000.019.073.486,"58000001907348600,00%"
Canada,Historical,EV sales,Trucks,FCEV,2023,Vehicles,18,"1800,00%"
Canada,Historical,EV stock,Trucks,FCEV,2023,Vehicles,8,"800,00%"
Canada,Historical,EV stock,Cars,PHEV,2023,Vehicles,170000,"17000000,00%"
Canada,Historical,EV sales,Trucks,BEV,2023,Vehicles,2000,"200000,00%"
Canada,Historical,EV stock,Cars,FCEV,2023,Vehicles,320,"32000,00%"
Canada,Historical,EV stock,Trucks,BEV,2023,Vehicles,2400,"240000,00%"
Canada,Historical,EV sales,Cars,PHEV,2023,Vehicles,41000,"4100000,00%"
Canada,Historical,EV charging points,EV,Publicly available fast,2023,charging points,4800,"480000,00%"
Canada,Historical,EV charging points,EV,Publicly available slow,2023,charging points,22000,"2200000,00%"
Canada,Historical,EV sales share,Vans,EV,2023,percent,5.5,"4541700,00%"
Canada,Historical,EV sales share,Cars,EV,2023,percent,13,"1300,00%"
Canada,Historical,EV stock share,Cars,EV,2023,percent,229.999.995.231.628,"22999999523162800,00%"
Canada,Historical,EV stock share,Trucks,EV,2023,percent,100.000.001.490.116,"10000000149011600,00%"
Canada,Historical,EV stock share,Buses,EV,2023,percent,240.000.009.536.743,"24000000953674300,00%"
Canada,Historical,EV sales share,Buses,EV,2023,percent,23,"2300,00%"
Canada,Historical,EV sales,Buses,BEV,2023,Vehicles,790,"79000,00%"
Canada,Historical,EV sales,Cars,BEV,2023,Vehicles,130000,"13000000,00%"
Canada,Historical,EV sales,Vans,PHEV,2023,Vehicles,4100,"410000,00%"
Canada,Historical,EV sales,Vans,BEV,2023,Vehicles,9100,"910000,00%"
Canada,Historical,EV stock,Buses,BEV,2023,Vehicles,1600,"160000,00%"
Canada,Historical,EV stock,Vans,FCEV,2023,Vehicles,9,"900,00%"
Canada,Historical,EV stock,Cars,BEV,2023,Vehicles,380000,"38000000,00%"
Canada,Historical,EV sales,Cars,FCEV,2023,Vehicles,13,"1300,00%"
Canada,Historical,EV sales share,Trucks,EV,2023,percent,129.999.995.231.628,"12999999523162800,00%"
Chile,Historical,EV sales share,Cars,EV,2023,percent,310.000.002.384.186,"31000000238418600,00%"
Chile,Historical,EV stock share,Cars,EV,2023,percent,86.999.997.496.605,"8699999749660500,00%"
Chile,Historical,EV charging points,EV,Publicly available fast,2023,charging points,330,"33000,00%"
Chile,Historical,EV charging points,EV,Publicly available slow,2023,charging points,740,"74000,00%"
Chile,Historical,EV stock,Cars,PHEV,2023,Vehicles,1800,"180000,00%"
Chile,Historical,EV stock,Cars,BEV,2023,Vehicles,2100,"210000,00%"
Chile,Historical,EV sales,Cars,PHEV,2023,Vehicles,510,"51000,00%"
Chile,Historical,EV stock,Cars,FCEV,2023,Vehicles,2,"200,00%"
Chile,Historical,EV sales,Cars,BEV,2023,Vehicles,410,"41000,00%"
China,Projection-STEPS,EV sales,Trucks,PHEV,2023,Vehicles,320,"32000,00%"
China,Projection-STEPS,EV stock,Trucks,PHEV,2023,Vehicles,1200,"120000,00%"
China,Projection-STEPS,EV stock,Cars,FCEV,2023,Vehicles,760,"76000,00%"
China,Projection-STEPS,EV stock,Trucks,FCEV,2023,Vehicles,10000,"1000000,00%"
China,Projection-STEPS,EV sales,Trucks,FCEV,2023,Vehicles,3400,"340000,00%"
China,Projection-STEPS,EV stock,Trucks,BEV,2023,Vehicles,300000,"30000000,00%"
China,Projection-STEPS,EV sales,Trucks,BEV,2023,Vehicles,38000,"3800000,00%"
China,Projection-STEPS,EV stock,Cars,PHEV,2023,Vehicles,5800000,"580000000,00%"
China,Projection-STEPS,EV sales,Cars,PHEV,2023,Vehicles,2700000,"270000000,00%"
China,Projection-STEPS,EV sales,Cars,FCEV,2023,Vehicles,520,"52000,00%"
China,Projection-STEPS,EV stock,Cars,BEV,2023,Vehicles,16000000,"1600000000,00%"
China,Projection-STEPS,EV sales,Cars,BEV,2023,Vehicles,5400000,"540000000,00%"
China,Projection-STEPS,EV stock,Vans,PHEV,2023,Vehicles,1700,"170000,00%"
China,Projection-STEPS,EV stock,Vans,BEV,2023,Vehicles,680000,"68000000,00%"
China,Projection-STEPS,EV sales,Vans,FCEV,2023,Vehicles,1900,"190000,00%"
China,Projection-STEPS,EV stock,Vans,FCEV,2023,Vehicles,2700,"270000,00%"
China,Projection-STEPS,EV sales,Vans,BEV,2023,Vehicles,240000,"24000000,00%"
China,Projection-STEPS,EV stock,Buses,PHEV,2023,Vehicles,37000,"3700000,00%"
China,Projection-STEPS,EV sales,Buses,PHEV,2023,Vehicles,1300,"130000,00%"
China,Projection-STEPS,EV stock,Buses,FCEV,2023,Vehicles,6600,"660000,00%"
China,Projection-STEPS,EV sales,Buses,FCEV,2023,Vehicles,1200,"120000,00%"
China,Projection-STEPS,EV stock,Buses,BEV,2023,Vehicles,600000,"60000000,00%"
China,Projection-STEPS,EV sales,Buses,BEV,2023,Vehicles,29000,"2900000,00%"
China,Projection-STEPS,EV stock share,Trucks,EV,2023,percent,1,"100,00%"
China,Projection-STEPS,EV sales share,Trucks,EV,2023,percent,279.999.995.231.628,"27999999523162800,00%"
China,Projection-STEPS,EV stock share,Cars,EV,2023,percent,759.999.990.463.257,"75999999046325700,00%"
China,Projection-STEPS,EV sales share,Cars,EV,2023,percent,38,"3800,00%"
China,Projection-STEPS,EV stock share,Vans,EV,2023,percent,359.999.990.463.257,"35999999046325700,00%"
China,Projection-STEPS,EV sales share,Vans,EV,2023,percent,12,"1200,00%"
China,Projection-STEPS,EV stock share,Buses,EV,2023,percent,25,"2500,00%"
China,Projection-STEPS,EV sales share,Buses,EV,2023,percent,50,"5000,00%"
China,Projection-APS,EV charging points,EV,Publicly available fast,2023,charging points,1200000,"120000000,00%"
China,Projection-APS,EV charging points,EV,Publicly available slow,2023,charging points,1500000,"150000000,00%"
China,Projection-APS,EV stock share,Trucks,EV,2023,percent,1,"100,00%"
China,Projection-APS,EV sales share,Trucks,EV,2023,percent,279.999.995.231.628,"27999999523162800,00%"
China,Projection-APS,EV stock share,Cars,EV,2023,percent,759.999.990.463.257,"75999999046325700,00%"
China,Projection-APS,EV sales share,Cars,EV,2023,percent,38,"3800,00%"
China,Projection-APS,EV stock share,Vans,EV,2023,percent,359.999.990.463.257,"35999999046325700,00%"
China,Projection-APS,EV sales share,Vans,EV,2023,percent,12,"1200,00%"
China,Projection-APS,EV stock,Cars,FCEV,2023,Vehicles,760,"76000,00%"
China,Projection-APS,EV sales,Cars,FCEV,2023,Vehicles,520,"52000,00%"
China,Projection-APS,EV stock,Cars,BEV,2023,Vehicles,16000000,"1600000000,00%"
China,Projection-APS,EV sales,Cars,BEV,2023,Vehicles,5400000,"540000000,00%"
China,Projection-APS,EV stock,Vans,PHEV,2023,Vehicles,1700,"170000,00%"
China,Projection-APS,EV sales,Vans,FCEV,2023,Vehicles,1900,"190000,00%"
China,Projection-APS,EV stock,Vans,FCEV,2023,Vehicles,2700,"270000,00%"
China,Projection-APS,EV stock,Vans,BEV,2023,Vehicles,680000,"68000000,00%"
China,Projection-APS,EV sales,Vans,BEV,2023,Vehicles,240000,"24000000,00%"
China,Projection-APS,EV stock,Buses,PHEV,2023,Vehicles,37000,"3700000,00%"
China,Projection-APS,EV sales,Buses,PHEV,2023,Vehicles,1300,"130000,00%"
China,Projection-APS,EV stock,Buses,FCEV,2023,Vehicles,6600,"660000,00%"
China,Projection-APS,EV sales,Buses,FCEV,2023,Vehicles,1200,"120000,00%"
China,Projection-APS,EV stock,Buses,BEV,2023,Vehicles,600000,"60000000,00%"
China,Projection-APS,EV sales,Buses,BEV,2023,Vehicles,29000,"2900000,00%"
China,Historical,EV stock share,Trucks,EV,2023,percent,1,"100,00%"
China,Historical,EV stock share,Cars,EV,2023,percent,759.999.990.463.257,"75999999046325700,00%"
China,Historical,EV sales share,Trucks,EV,2023,percent,279.999.995.231.628,"27999999523162800,00%"
China,Historical,EV sales share,Cars,EV,2023,percent,38,"3800,00%"
China,Historical,EV stock share,Vans,EV,2023,percent,359.999.990.463.257,"35999999046325700,00%"
China,Historical,EV sales share,Vans,EV,2023,percent,12,"1200,00%"
China,Historical,EV stock share,Buses,EV,2023,percent,25,"2500,00%"
China,Historical,EV sales share,Buses,EV,2023,percent,50,"5000,00%"
China,Historical,EV stock,Trucks,BEV,2023,Vehicles,300000,"30000000,00%"
China,Historical,EV sales,Cars,FCEV,2023,Vehicles,520,"52000,00%"
China,Historical,EV stock,Cars,FCEV,2023,Vehicles,760,"76000,00%"
China,Historical,EV stock,Trucks,FCEV,2023,Vehicles,10000,"1000000,00%"
China,Historical,EV sales,Trucks,PHEV,2023,Vehicles,320,"32000,00%"
China,Historical,EV stock,Trucks,PHEV,2023,Vehicles,1200,"120000,00%"
China,Historical,EV sales,Trucks,FCEV,2023,Vehicles,3400,"340000,00%"
China,Historical,EV stock,Cars,PHEV,2023,Vehicles,5800000,"580000000,00%"
China,Historical,EV sales,Trucks,BEV,2023,Vehicles,38000,"3800000,00%"
China,Historical,EV sales,Cars,PHEV,2023,Vehicles,2700000,"270000000,00%"
China,Historical,EV stock,Cars,BEV,2023,Vehicles,16000000,"1600000000,00%"
China,Historical,EV sales,Cars,BEV,2023,Vehicles,5400000,"540000000,00%"
China,Projection-STEPS,EV charging points,EV,Publicly available fast,2023,charging points,1200000,"120000000,00%"
China,Projection-STEPS,EV charging points,EV,Publicly available slow,2023,charging points,1500000,"150000000,00%"
China,Projection-APS,Electricity demand,Buses,EV,2023,GWh,9700,"970000,00%"
China,Projection-APS,Electricity demand,Trucks,EV,2023,GWh,5200,"520000,00%"
China,Projection-APS,Electricity demand,Vans,EV,2023,GWh,1200,"120000,00%"
China,Projection-APS,Electricity demand,Cars,EV,2023,GWh,38000,"3800000,00%"
China,Projection-APS,Oil displacement Mbd,Buses,EV,2023,Milion barrels per day,28.000.000.864.267,"2800000086426700,00%"
China,Projection-APS,Oil displacement Mbd,Trucks,EV,2023,Milion barrels per day,21.999.999.880.791,"2199999988079100,00%"
China,Projection-APS,Oil displacement Mbd,Vans,EV,2023,Milion barrels per day,9.800.000.116.229,"980000011622900,00%"
China,Projection-APS,Oil displacement Mbd,Cars,EV,2023,Milion barrels per day,310.000.002.384.186,"31000000238418600,00%"
China,Projection-APS,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",1700,"170000,00%"
China,Projection-APS,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",1300,"130000,00%"
China,Projection-APS,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",590,"59000,00%"
China,Projection-APS,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",19000,"1900000,00%"
China,Historical,Oil displacement Mbd,Buses,EV,2023,Milion barrels per day,28.000.000.864.267,"2800000086426700,00%"
China,Historical,Oil displacement Mbd,Trucks,EV,2023,Milion barrels per day,21.999.999.880.791,"2199999988079100,00%"
China,Historical,Oil displacement Mbd,Vans,EV,2023,Milion barrels per day,9.800.000.116.229,"980000011622900,00%"
China,Historical,Oil displacement Mbd,Cars,EV,2023,Milion barrels per day,310.000.002.384.186,"31000000238418600,00%"
China,Historical,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",1700,"170000,00%"
China,Historical,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",1300,"130000,00%"
China,Historical,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",590,"59000,00%"
China,Historical,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",19000,"1900000,00%"
China,Projection-STEPS,Oil displacement Mbd,Buses,EV,2023,Milion barrels per day,28.000.000.864.267,"2800000086426700,00%"
China,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2023,Milion barrels per day,21.999.999.880.791,"2199999988079100,00%"
China,Projection-STEPS,Oil displacement Mbd,Vans,EV,2023,Milion barrels per day,9.800.000.116.229,"980000011622900,00%"
China,Projection-STEPS,Oil displacement Mbd,Cars,EV,2023,Milion barrels per day,310.000.002.384.186,"31000000238418600,00%"
China,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",1700,"170000,00%"
China,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",1300,"130000,00%"
China,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",590,"59000,00%"
China,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",19000,"1900000,00%"
China,Historical,EV charging points,EV,Publicly available fast,2023,charging points,1200000,"120000000,00%"
China,Historical,EV charging points,EV,Publicly available slow,2023,charging points,1500000,"150000000,00%"
China,Historical,EV stock,Buses,FCEV,2023,Vehicles,6600,"660000,00%"
China,Historical,EV stock,Buses,BEV,2023,Vehicles,600000,"60000000,00%"
China,Historical,EV sales,Buses,FCEV,2023,Vehicles,1200,"120000,00%"
China,Historical,EV sales,Buses,BEV,2023,Vehicles,29000,"2900000,00%"
China,Historical,EV stock,Vans,BEV,2023,Vehicles,680000,"68000000,00%"
China,Historical,EV sales,Vans,BEV,2023,Vehicles,240000,"24000000,00%"
China,Historical,EV sales,Buses,PHEV,2023,Vehicles,1300,"130000,00%"
China,Historical,EV stock,Buses,PHEV,2023,Vehicles,37000,"3700000,00%"
China,Historical,EV stock,Vans,PHEV,2023,Vehicles,1700,"170000,00%"
China,Historical,EV sales,Vans,FCEV,2023,Vehicles,1900,"190000,00%"
China,Historical,EV stock,Vans,FCEV,2023,Vehicles,2700,"270000,00%"
China,Projection-APS,EV sales,Trucks,PHEV,2023,Vehicles,320,"32000,00%"
China,Projection-APS,EV stock,Trucks,PHEV,2023,Vehicles,1200,"120000,00%"
China,Projection-APS,EV stock,Trucks,FCEV,2023,Vehicles,10000,"1000000,00%"
China,Projection-APS,EV sales,Trucks,FCEV,2023,Vehicles,3400,"340000,00%"
China,Projection-APS,EV stock,Trucks,BEV,2023,Vehicles,300000,"30000000,00%"
China,Projection-APS,EV sales,Trucks,BEV,2023,Vehicles,38000,"3800000,00%"
China,Projection-APS,EV stock,Cars,PHEV,2023,Vehicles,5800000,"580000000,00%"
China,Projection-APS,EV sales,Cars,PHEV,2023,Vehicles,2700000,"270000000,00%"
China,Projection-APS,EV stock share,Buses,EV,2023,percent,25,"2500,00%"
China,Projection-APS,EV sales share,Buses,EV,2023,percent,50,"5000,00%"
China,Historical,Electricity demand,Buses,EV,2023,GWh,9700,"970000,00%"
China,Historical,Electricity demand,Trucks,EV,2023,GWh,5200,"520000,00%"
China,Historical,Electricity demand,Vans,EV,2023,GWh,1200,"120000,00%"
China,Historical,Electricity demand,Cars,EV,2023,GWh,38000,"3800000,00%"
China,Projection-STEPS,Electricity demand,Buses,EV,2023,GWh,9700,"970000,00%"
China,Projection-STEPS,Electricity demand,Trucks,EV,2023,GWh,5200,"520000,00%"
China,Projection-STEPS,Electricity demand,Vans,EV,2023,GWh,1200,"120000,00%"
China,Projection-STEPS,Electricity demand,Cars,EV,2023,GWh,38000,"3800000,00%"
Colombia,Historical,EV sales,Cars,BEV,2023,Vehicles,3600,"360000,00%"
Colombia,Historical,EV sales,Cars,PHEV,2023,Vehicles,2500,"250000,00%"
Colombia,Historical,EV sales share,Cars,EV,2023,percent,390.000.009.536.743,"39000000953674300,00%"
Costa Rica,Historical,EV sales,Cars,BEV,2023,Vehicles,4900,"490000,00%"
Costa Rica,Historical,EV sales share,Cars,EV,2023,percent,12,"1200,00%"
Costa Rica,Historical,EV stock,Cars,BEV,2023,Vehicles,9000,"900000,00%"
Croatia,Historical,EV sales share,Cars,EV,2023,percent,459.999.990.463.257,"45999999046325700,00%"
Croatia,Historical,EV sales,Cars,BEV,2023,Vehicles,1600,"160000,00%"
Croatia,Historical,EV sales,Cars,PHEV,2023,Vehicles,990,"99000,00%"
Cyprus,Historical,EV sales,Cars,PHEV,2023,Vehicles,510,"51000,00%"
Cyprus,Historical,EV sales,Cars,BEV,2023,Vehicles,790,"79000,00%"
Cyprus,Historical,EV sales share,Cars,EV,2023,percent,880.000.019.073.486,"88000001907348600,00%"
Czech Republic,Historical,EV sales share,Cars,EV,2023,percent,540.000.009.536.743,"54000000953674300,00%"
Czech Republic,Historical,EV sales,Cars,PHEV,2023,Vehicles,5300,"530000,00%"
Czech Republic,Historical,EV sales,Cars,BEV,2023,Vehicles,6700,"670000,00%"
Denmark,Historical,EV charging points,EV,Publicly available fast,2023,charging points,3000,"300000,00%"
Denmark,Historical,EV charging points,EV,Publicly available slow,2023,charging points,14000,"1400000,00%"
Denmark,Historical,EV stock,Vans,FCEV,2023,Vehicles,2,"200,00%"
Denmark,Historical,EV stock,Buses,PHEV,2023,Vehicles,17,"1700,00%"
Denmark,Historical,EV sales,Vans,PHEV,2023,Vehicles,370,"37000,00%"
Denmark,Historical,EV stock,Vans,BEV,2023,Vehicles,7300,"730000,00%"
Denmark,Historical,EV sales,Vans,BEV,2023,Vehicles,2900,"290000,00%"
Denmark,Historical,EV stock,Vans,PHEV,2023,Vehicles,1500,"150000,00%"
Denmark,Historical,EV stock,Cars,BEV,2023,Vehicles,200000,"20000000,00%"
Denmark,Historical,EV sales,Cars,BEV,2023,Vehicles,63000,"6300000,00%"
Denmark,Historical,EV sales,Cars,FCEV,2023,Vehicles,1,"100,00%"
Denmark,Historical,EV stock,Cars,FCEV,2023,Vehicles,230,"23000,00%"
Denmark,Historical,EV sales,Buses,BEV,2023,Vehicles,200,"20000,00%"
Denmark,Historical,EV stock,Buses,BEV,2023,Vehicles,920,"92000,00%"
Denmark,Historical,EV sales,Cars,PHEV,2023,Vehicles,17000,"1700000,00%"
Denmark,Historical,EV stock,Trucks,BEV,2023,Vehicles,460,"46000,00%"
Denmark,Historical,EV stock,Trucks,FCEV,2023,Vehicles,3,"300,00%"
Denmark,Historical,EV stock,Cars,PHEV,2023,Vehicles,110000,"11000000,00%"
Denmark,Historical,EV stock,Buses,FCEV,2023,Vehicles,3,"300,00%"
Denmark,Historical,EV sales,Trucks,BEV,2023,Vehicles,320,"32000,00%"
Denmark,Historical,EV sales share,Buses,EV,2023,percent,19,"1900,00%"
Denmark,Historical,EV sales share,Vans,EV,2023,percent,13,"1300,00%"
Denmark,Historical,EV stock share,Buses,EV,2023,percent,8.5,"4542000,00%"
Denmark,Historical,EV stock share,Trucks,EV,2023,percent,980.000.019.073.486,"98000001907348600,00%"
Denmark,Historical,EV sales share,Trucks,EV,2023,percent,5.5,"4541700,00%"
Denmark,Historical,EV stock share,Vans,EV,2023,percent,240.000.009.536.743,"24000000953674300,00%"
Denmark,Historical,EV stock share,Cars,EV,2023,percent,11,"1100,00%"
Denmark,Historical,EV sales share,Cars,EV,2023,percent,46,"4600,00%"
Estonia,Historical,EV sales share,Cars,EV,2023,percent,880.000.019.073.486,"88000001907348600,00%"
Estonia,Historical,EV sales,Cars,BEV,2023,Vehicles,1400,"140000,00%"
Estonia,Historical,EV sales,Cars,PHEV,2023,Vehicles,560,"56000,00%"
EU27,Historical,EV sales,Cars,PHEV,2023,Vehicles,850000,"85000000,00%"
EU27,Historical,EV sales,Trucks,BEV,2023,Vehicles,8200,"820000,00%"
EU27,Historical,EV stock,Cars,PHEV,2023,Vehicles,3500000,"350000000,00%"
EU27,Historical,EV stock share,Cars,EV,2023,percent,359.999.990.463.257,"35999999046325700,00%"
EU27,Historical,EV sales share,Cars,EV,2023,percent,22,"2200,00%"
EU27,Historical,EV stock share,Vans,EV,2023,percent,120.000.004.768.372,"12000000476837200,00%"
EU27,Historical,EV sales share,Vans,EV,2023,percent,759.999.990.463.257,"75999999046325700,00%"
EU27,Historical,EV stock share,Buses,EV,2023,percent,270.000.004.768.372,"27000000476837200,00%"
